,Neighbourhood,arts_entertainment,building,education,event,food,nightlife,parks_outdoors,shops,travel
476,Wealdstone,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.25,0.125
477,Well Hall,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111
478,Welling,0.0,0.0,0.0,0.0,0.6666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0
479,Wembley,0.0,0.06451612903225806,0.0,0.0,0.41935483870967744,0.06451612903225806,0.03225806451612903,0.3870967741935484,0.03225806451612903
480,Wembley Park,0.0,0.0,0.0,0.0,0.5238095238095238,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.09523809523809523
481,Wennington,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
482,West Brompton,0.2222222222222222,0.05555555555555555,0.0,0.0,0.3333333333333333,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.05555555555555555
483,West Drayton,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.25
484,West Ealing,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0
485,West Green,0.0,0.0,0.0,0.0,0.5,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.0
486,West Hackney,0.01694915254237288,0.0,0.0,0.0,0.559322033898305,0.22033898305084745,0.03389830508474576,0.15254237288135594,0.01694915254237288
487,West Ham,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.14285714285714285
488,West Hampstead,0.07407407407407407,0.037037037037037035,0.0,0.0,0.6666666666666666,0.07407407407407407,0.037037037037037035,0.1111111111111111,0.0
489,West Harrow,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.2
490,West Hendon,0.0,0.0,0.0,0.0,0.25,0.0,0.08333333333333333,0.3333333333333333,0.3333333333333333
491,West Kensington,0.06666666666666667,0.0,0.0,0.0,0.5666666666666667,0.1,0.03333333333333333,0.13333333333333333,0.1
492,West Norwood,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
493,West Wickham,0.0,0.0,0.0,0.0,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.0
494,Westcombe Park,0.0,0.0,0.0,0.0,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2727272727272727
495,Westminster,0.010752688172043012,0.021505376344086023,0.0,0.0,0.7096774193548387,0.06451612903225806,0.010752688172043012,0.12903225806451613,0.053763440860215055
496,Whetstone,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0
497,White City,0.041666666666666664,0.125,0.0,0.0,0.5,0.0,0.125,0.16666666666666666,0.041666666666666664
498,Whitechapel,0.03,0.03,0.0,0.0,0.61,0.13,0.02,0.11,0.07
499,Whitton,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.0
500,Widmore (also Widmore Green),0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
501,Willesden,0.0,0.05,0.0,0.0,0.75,0.0,0.05,0.15,0.0
502,Wimbledon,0.027777777777777776,0.05555555555555555,0.0,0.0,0.4861111111111111,0.1527777777777778,0.013888888888888888,0.2361111111111111,0.027777777777777776
503,Winchmore Hill,0.0,0.0,0.0,0.0,0.5555555555555556,0.2222222222222222,0.0,0.0,0.2222222222222222
504,Wood Green,0.07142857142857142,0.07142857142857142,0.0,0.0,0.4642857142857143,0.17857142857142858,0.0,0.14285714285714285,0.07142857142857142
505,Woodford,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.2222222222222222,0.2222222222222222
506,Woodford Green,0.2,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0
507,Woodlands,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0
508,Woodside,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25
509,Woodside Park,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0
510,Woolwich,0.0,0.0,0.0,0.0,0.5,0.07142857142857142,0.03571428571428571,0.35714285714285715,0.03571428571428571
511,Worcester Park,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
512,Wormwood Scrubs,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.2
513,Yeading,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25
514,Yiewsley,0.0,0.0,0.0,0.0,0.1,0.15,0.1,0.25,0.4
